file,label,source,speaker,generator,language,group
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_010.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/human/CREMA-D/1037_MTI_FEA_XX.wav,0,CREMA-D,1037,,en,CREMA-D::actor::1037
audio/human/LJSpeech/LJ049-0087.wav,0,LJSpeech,LJ,,en,LJSpeech::lj049-0087
audio/human/LJSpeech/LJ039-0236.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0236
audio/human/LJSpeech/LJ049-0197.wav,0,LJSpeech,LJ,,en,LJSpeech::lj049-0197
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_440.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/CREMA-D/1079_MTI_ANG_XX.wav,0,CREMA-D,1079,,en,CREMA-D::actor::1079
audio/human/LJSpeech/LJ030-0255.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0255
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_170.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/human/LJSpeech/LJ039-0193.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0193
audio/ai/garystafford/sp_0006_part_010.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0006
audio/ai/garystafford/hu_0004_part_003.flac,1,GaryStafford,,Hume AI,en,GaryStafford::ai::Hume AI::0004
audio/human/LJSpeech/LJ038-0117.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0117
audio/human/LJSpeech/LJ039-0073.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0073
audio/human/CREMA-D/1054_ITH_FEA_XX.wav,0,CREMA-D,1054,,en,CREMA-D::actor::1054
audio/human/LJSpeech/LJ035-0068.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0068
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_087.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/human/LJSpeech/LJ050-0039.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0039
audio/human/LJSpeech/LJ050-0055.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0055
audio/human/LJSpeech/LJ031-0094.wav,0,LJSpeech,LJ,,en,LJSpeech::lj031-0094
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_290.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/CREMA-D/1074_MTI_FEA_XX.wav,0,CREMA-D,1074,,en,CREMA-D::actor::1074
audio/human/LJSpeech/LJ025-0148.wav,0,LJSpeech,LJ,,en,LJSpeech::lj025-0148
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_114.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_107.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_405.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ015-0314.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0314
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_063.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::037 - south park special episode： DOOMED DAD (made by ai)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_027.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/CREMA-D/1039_TAI_HAP_XX.wav,0,CREMA-D,1039,,en,CREMA-D::actor::1039
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/024 - Mr Rogers aboard the Mayflower (A.I. Video)_020.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::024 - Mr Rogers aboard the Mayflower (A.I. Video)
audio/ai/garystafford/hu_0005_part_010.flac,1,GaryStafford,,Hume AI,en,GaryStafford::ai::Hume AI::0005
audio/human/LJSpeech/LJ041-0118.wav,0,LJSpeech,LJ,,en,LJSpeech::lj041-0118
audio/human/LJSpeech/LJ013-0025.wav,0,LJSpeech,LJ,,en,LJSpeech::lj013-0025
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_134.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_326.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_326
audio/ai/garystafford/el_0026_part_001.flac,1,GaryStafford,,ElevenLabs,en,GaryStafford::ai::ElevenLabs::0026
audio/human/LJSpeech/LJ047-0061.wav,0,LJSpeech,LJ,,en,LJSpeech::lj047-0061
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/092 - The Crossover You've Never Seen： How Did SpongeBob Get to Quahog？_029.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::092 - The Crossover You've Never Seen： How Did SpongeBob Get to Quahog？
audio/human/CREMA-D/1030_TIE_FEA_XX.wav,0,CREMA-D,1030,,en,CREMA-D::actor::1030
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_036.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4"
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_276.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_276
audio/human/CREMA-D/1038_IEO_HAP_MD.wav,0,CREMA-D,1038,,en,CREMA-D::actor::1038
audio/human/LJSpeech/LJ025-0136.wav,0,LJSpeech,LJ,,en,LJSpeech::lj025-0136
audio/human/CREMA-D/1075_ITS_SAD_XX.wav,0,CREMA-D,1075,,en,CREMA-D::actor::1075
audio/human/immy/Your BrainRot Girlfriend Got Too Silly ASMR_011.wav,0,unknown,,,unknown,unknown::human::your brainrot girlfriend got too silly asmr_011
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_042.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_189.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::269 - UNHINGED CAILLOU Sora Compilation 2
audio/human/CREMA-D/1041_IWL_HAP_XX.wav,0,CREMA-D,1041,,en,CREMA-D::actor::1041
audio/ai/garystafford/sp_0004_part_018.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0004
audio/human/LJSpeech/LJ042-0089.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0089
audio/human/CREMA-D/1013_IOM_NEU_XX.wav,0,CREMA-D,1013,,en,CREMA-D::actor::1013
audio/human/LJSpeech/LJ039-0139.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0139
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_008.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::137 - Gumball out of context ( but it's A.I )
audio/human/garystafford/yt_0000_part_142.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0000
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)_026.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::190 - Sora 2 lost episode compilation (FIXED+BONUS VIDEO)
audio/human/CREMA-D/1046_IEO_SAD_HI.wav,0,CREMA-D,1046,,en,CREMA-D::actor::1046
audio/human/CREMA-D/1040_IWL_DIS_XX.wav,0,CREMA-D,1040,,en,CREMA-D::actor::1040
audio/human/CREMA-D/1036_WSI_SAD_XX.wav,0,CREMA-D,1036,,en,CREMA-D::actor::1036
audio/human/CREMA-D/1087_ITH_DIS_XX.wav,0,CREMA-D,1087,,en,CREMA-D::actor::1087
audio/human/LJSpeech/LJ036-0208.wav,0,LJSpeech,LJ,,en,LJSpeech::lj036-0208
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_048.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::037 - south park special episode： DOOMED DAD (made by ai)
audio/human/LJSpeech/LJ042-0183.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0183
audio/human/LJSpeech/LJ034-0105.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0105
audio/human/LJSpeech/LJ046-0130.wav,0,LJSpeech,LJ,,en,LJSpeech::lj046-0130
audio/human/immy/Your BrainRot Girlfriend Got Too Silly ASMR_031.wav,0,unknown,,,unknown,unknown::human::your brainrot girlfriend got too silly asmr_031
audio/human/LJSpeech/LJ016-0341.wav,0,LJSpeech,LJ,,en,LJSpeech::lj016-0341
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_241.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/LJSpeech/LJ022-0173.wav,0,LJSpeech,LJ,,en,LJSpeech::lj022-0173
audio/human/LJSpeech/LJ028-0419.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0419
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/048 - Movie Studios in the Neanderthal Era_036.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::048 - Movie Studios in the Neanderthal Era
audio/human/immy/Pathetic Loser Gooner Girlfriend Begs You To Stay With Her ASMR_089.wav,0,unknown,,,unknown,unknown::human::pathetic loser gooner girlfriend begs you to stay with her asmr_089
audio/human/garystafford/yt_0009_part_009.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0009
audio/human/CREMA-D/1066_IEO_FEA_LO.wav,0,CREMA-D,1066,,en,CREMA-D::actor::1066
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_052.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/human/beastboy/Yapping More About The GTA 6 Leaks And No Physical Disks Anger_001.wav,0,unknown,,,unknown,unknown::human::yapping more about the gta 6 leaks and no physical disks anger_001
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/237 - 🍦When Animated TV Channels Make Ice Cream📺_006.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::237 - 🍦When Animated TV Channels Make Ice Cream📺
audio/human/LJSpeech/LJ018-0272.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0272
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_093.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/154 - Movie Studios Present Their New Intros (Funny moments)_020.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::154 - Movie Studios Present Their New Intros (Funny moments)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_139.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/CREMA-D/1062_IEO_FEA_HI.wav,0,CREMA-D,1062,,en,CREMA-D::actor::1062
audio/human/CREMA-D/1036_IEO_HAP_MD.wav,0,CREMA-D,1036,,en,CREMA-D::actor::1036
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/291 - What If NETFLIX & DISNEY Faced Off？ ｜ AI Generated_008.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::291 - What If NETFLIX & DISNEY Faced Off？ ｜ AI Generated
audio/human/LJSpeech/LJ046-0059.wav,0,LJSpeech,LJ,,en,LJSpeech::lj046-0059
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_281.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/CREMA-D/1033_IEO_SAD_MD.wav,0,CREMA-D,1033,,en,CREMA-D::actor::1033
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_074.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1_008.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1
audio/ai/garystafford/lv_0002_part_002.flac,1,GaryStafford,,Luvvoice,en,GaryStafford::ai::Luvvoice::0002
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/073 - anime girls swooning over squidward compilation (Sora 2 AI)_019.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::073 - anime girls swooning over squidward compilation (Sora 2 AI)
audio/human/LJSpeech/LJ017-0280.wav,0,LJSpeech,LJ,,en,LJSpeech::lj017-0280
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_291.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/human/beastboy/What's Up With These GTA 6 Leaks？_026.wav,0,unknown,,,unknown,unknown::human::what's up with these gta 6 leaks？_026
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_128.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/ai/garystafford/sp_0001_part_001.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0001
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)_029.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::169 - AI Has FINALLY LOST CONTROL 💀 (Sora 2 Moments Gone Way Too Far)
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_079.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/human/LJSpeech/LJ014-0116.wav,0,LJSpeech,LJ,,en,LJSpeech::lj014-0116
audio/human/LJSpeech/LJ048-0222.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0222
audio/human/CREMA-D/1089_IEO_DIS_HI.wav,0,CREMA-D,1089,,en,CREMA-D::actor::1089
audio/human/LJSpeech/LJ044-0148.wav,0,LJSpeech,LJ,,en,LJSpeech::lj044-0148
audio/human/CREMA-D/1059_IWW_HAP_XX.wav,0,CREMA-D,1059,,en,CREMA-D::actor::1059
audio/human/garystafford/yt_0011_part_022.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0011
audio/human/LJSpeech/LJ035-0075.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0075
audio/human/LJSpeech/LJ019-0012.wav,0,LJSpeech,LJ,,en,LJSpeech::lj019-0012
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_197.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/human/LJSpeech/LJ045-0169.wav,0,LJSpeech,LJ,,en,LJSpeech::lj045-0169
audio/human/LJSpeech/LJ048-0157.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0157
audio/human/CREMA-D/1063_IEO_ANG_LO.wav,0,CREMA-D,1063,,en,CREMA-D::actor::1063
audio/human/LJSpeech/LJ048-0163.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0163
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/012 - BEST SORA 2 AI MEMES EPISODE 1_043.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::012 - BEST SORA 2 AI MEMES EPISODE 1
audio/human/CREMA-D/1011_TAI_SAD_XX.wav,0,CREMA-D,1011,,en,CREMA-D::actor::1011
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/192 - Lost Episodes Analog Horror Sora 2 (The Creepiest)_073.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::192 - Lost Episodes Analog Horror Sora 2 (The Creepiest)
audio/human/CREMA-D/1044_IWL_NEU_XX.wav,0,CREMA-D,1044,,en,CREMA-D::actor::1044
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_362.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ017-0044.wav,0,LJSpeech,LJ,,en,LJSpeech::lj017-0044
audio/human/LJSpeech/LJ033-0064.wav,0,LJSpeech,LJ,,en,LJSpeech::lj033-0064
audio/human/LJSpeech/LJ018-0094.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0094
audio/human/LJSpeech/LJ020-0035.wav,0,LJSpeech,LJ,,en,LJSpeech::lj020-0035
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/196 - Lost Episodes Analog Horror Sora 2 (Full Movie)_123.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::196 - Lost Episodes Analog Horror Sora 2 (Full Movie)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/165 - TriStar vs. Movie Studios_006.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::165 - TriStar vs. Movie Studios
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/241 - 🍰 Cinematic Cakes： Movie Studio Edition_027.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::241 - 🍰 Cinematic Cakes： Movie Studio Edition
audio/human/LJSpeech/LJ028-0004.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0004
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/128 - Goku vs AI monster (Sora AI 2)_000.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::128 - Goku vs AI monster (Sora AI 2)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/047 - Animation Studios Come to Life in Theaters_003.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::047 - Animation Studios Come to Life in Theaters
audio/human/CREMA-D/1041_IOM_NEU_XX.wav,0,CREMA-D,1041,,en,CREMA-D::actor::1041
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_322.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_212.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_183.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/human/LJSpeech/LJ013-0104.wav,0,LJSpeech,LJ,,en,LJSpeech::lj013-0104
audio/human/CREMA-D/1012_IOM_FEA_XX.wav,0,CREMA-D,1012,,en,CREMA-D::actor::1012
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)_057.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/196 - Lost Episodes Analog Horror Sora 2 (Full Movie)_072.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::196 - Lost Episodes Analog Horror Sora 2 (Full Movie)
audio/human/CREMA-D/1046_IEO_HAP_MD.wav,0,CREMA-D,1046,,en,CREMA-D::actor::1046
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_068.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::137 - Gumball out of context ( but it's A.I )
audio/human/LJSpeech/LJ047-0092.wav,0,LJSpeech,LJ,,en,LJSpeech::lj047-0092
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_083.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4"
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/079 - Sora Ai S1E1_009.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::079 - Sora Ai S1E1
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_447.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ032-0232.wav,0,LJSpeech,LJ,,en,LJSpeech::lj032-0232
audio/human/CREMA-D/1016_IOM_NEU_XX.wav,0,CREMA-D,1016,,en,CREMA-D::actor::1016
audio/human/LJSpeech/LJ019-0135.wav,0,LJSpeech,LJ,,en,LJSpeech::lj019-0135
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_180.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/human/LJSpeech/LJ024-0083.wav,0,LJSpeech,LJ,,en,LJSpeech::lj024-0083
audio/human/CREMA-D/1024_TIE_FEA_XX.wav,0,CREMA-D,1024,,en,CREMA-D::actor::1024
audio/human/CREMA-D/1006_IOM_FEA_XX.wav,0,CREMA-D,1006,,en,CREMA-D::actor::1006
audio/human/CREMA-D/1020_IEO_FEA_MD.wav,0,CREMA-D,1020,,en,CREMA-D::actor::1020
audio/human/LJSpeech/LJ038-0056.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0056
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!_018.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!"
audio/human/LJSpeech/LJ048-0097.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0097
audio/human/LJSpeech/LJ031-0091.wav,0,LJSpeech,LJ,,en,LJSpeech::lj031-0091
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/109 - Cartoon Network AI Bumpers_025.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::109 - Cartoon Network AI Bumpers
audio/human/LJSpeech/LJ040-0055.wav,0,LJSpeech,LJ,,en,LJSpeech::lj040-0055
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_187.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_116.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_165.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_138.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/human/LJSpeech/LJ014-0289.wav,0,LJSpeech,LJ,,en,LJSpeech::lj014-0289
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)_006.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::283 - Peppa pig gets grounded Sora AI videos 235 subscriber special (MOST VIEWED)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_188.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/human/CREMA-D/1062_IWW_HAP_XX.wav,0,CREMA-D,1062,,en,CREMA-D::actor::1062
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/091 - LEGO Adventures Inside Movie Studios_017.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::091 - LEGO Adventures Inside Movie Studios
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/173 - BEST SORA 2 AI MEMES EPISODE 10_118.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::173 - BEST SORA 2 AI MEMES EPISODE 10
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_437.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/LJSpeech/LJ038-0013.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0013
audio/human/LJSpeech/LJ034-0157.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0157
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/196 - Lost Episodes Analog Horror Sora 2 (Full Movie)_119.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::196 - Lost Episodes Analog Horror Sora 2 (Full Movie)
audio/human/CREMA-D/1082_IOM_SAD_XX.wav,0,CREMA-D,1082,,en,CREMA-D::actor::1082
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/009 - SpongeBob Classic Scene： Everyone Has Ulterior Motives._088.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::009 - SpongeBob Classic Scene： Everyone Has Ulterior Motives.
